Unit Price,Unit Cost,Sold Quantity,Sales,COGS,Marketing,Total Expenses,Pre-Sales Inventory,Profit,Margin,Expected Sales,Expected COGS,Expected Profit,Expected Margin,ReportId
3.75,1.99,634.0,2377.5,1261.66,85.59,1347.25,1131.0,1030.25,37.98,2227.21,1192.95,,46.44,DT198P9
3.75,1.99,623.0,2336.25,1239.77,84.1,1323.87,1090.0,1012.38,,2703.52,1302.5,,51.82,WZ569NY
3.75,1.99,597.0,2238.75,1188.03,80.6,1268.63,871.0,970.12,38.96,2837.43,1372.96,,51.61,IL750B5
3.75,1.99,645.0,2418.75,1283.55,87.08,1370.63,,1048.12,38.5,2798.99,1415.92,1383.07,,HA1414C
3.75,1.99,233.0,873.75,463.67,31.46,495.13,327.0,378.62,,818.52,438.42,380.1,46.44,VX606GV
3.75,1.99,501.0,1878.75,996.99,67.64,1064.63,1022.0,814.1199999999999,37.21,2174.1,1047.44,1126.66,51.82,PJ0680W
3.75,1.99,561.0,2103.75,1116.39,75.74,1192.13,987.0,911.62,38.06,2666.32,1290.17,1376.15,51.61,BJ390RR
3.75,1.99,570.0,2137.5,1134.3,76.95,1211.25,958.0,926.25,38.29,2473.53,1251.28,1222.25,49.41,FC583PJ
3.75,1.99,322.0,1207.5,640.78,43.47,684.25,460.0,523.25,39.05,1131.17,605.88,525.29,,OE0754N
3.75,1.99,588.0,2205.0,1170.12,79.38,1249.5,835.0,955.5,39.07,2551.64,1229.33,1322.31,51.82,UO899LJ
3.75,1.99,257.0,963.75,511.43,34.7,546.13,,417.62,,1221.47,591.04,630.43,,HX058U8
3.75,1.99,296.0,1110.0,589.04,39.96,629.0,,481.0,38.22,1284.5,,634.71,49.41,IE080H7
3.75,1.99,366.0,1372.5,728.34,49.41,777.75,513.0,594.75,39.13,1285.74,688.67,597.07,46.44,XD315WV
3.75,1.99,633.0,2373.75,1259.67,85.46,1345.13,,1028.62,37.03,2746.92,1323.41,1423.51,51.82,VU775X7
3.75,1.99,638.0,2392.5,1269.62,86.13,1355.75,1056.0,1036.75,38.37,3032.29,1467.25,1565.04,51.61,DE148N9
3.75,1.99,678.0,2542.5,1349.22,91.53,1440.75,1209.0,,37.98,2942.19,1488.37,1453.82,49.41,FD4950A
3.75,1.99,505.0,1893.75,1004.95,68.18,1073.13,1031.0,820.6199999999999,37.21,1774.04,950.22,823.82,46.44,QR3385A
,1.99,526.0,1972.5,1046.74,71.01,1117.75,1046.0,854.75,37.37,2282.59,1099.71,1182.88,51.82,XO4808U
3.75,1.99,554.0,2077.5,1102.46,74.79,1177.25,801.0,900.25,39.0,2633.05,1274.07,1358.98,51.61,WS256DG
3.75,1.99,595.0,2231.25,1184.05,80.32,1264.37,1211.0,966.88,37.23,2582.01,1306.16,1275.85,49.41,AP820DP
3.75,1.99,363.0,1361.25,722.37,49.0,771.37,573.0,589.88,38.6,1275.2,683.03,592.17,46.44,XT941F1
,,629.0,2358.75,1251.71,84.92,1336.63,966.0,1022.12,,2729.56,1315.05,1414.51,51.82,LU051Y5
3.75,1.99,629.0,2358.75,1251.71,84.92,1336.63,1173.0,1022.12,37.74,2989.52,1446.55,1542.97,51.61,JI920HU
3.75,1.99,256.0,960.0,509.44,34.56,544.0,521.0,416.0,37.23,1110.92,561.98,548.94,49.41,BC180QQ
3.75,1.99,622.0,2332.5,,83.97,1321.75,1206.0,1010.75,37.52,2185.05,1170.37,1014.68,46.44,BS534LF
3.75,1.99,195.0,731.25,388.05,26.33,414.38,305.0,316.87,38.64,846.21,407.69,438.52,51.82,UQ3677G
3.75,1.99,301.0,1128.75,598.99,40.64,639.63,571.0,489.12,37.64,1430.59,692.23,738.36,51.61,YG105SA
3.75,1.99,238.0,892.5,473.62,32.13,505.75,,386.75,37.79,1032.81,522.46,510.35,49.41,NV068MG
3.75,1.99,543.0,2036.25,1080.57,73.31,1153.88,1003.0,882.3700000000001,37.79,1907.53,1021.72,885.81,46.44,HL5923I
3.75,1.99,550.0,2062.5,1094.5,74.25,1168.75,1135.0,893.75,37.14,2386.74,1149.88,1236.86,51.82,GX561VC
3.75,1.99,255.0,956.25,507.45,34.43,,,414.37,38.06,1211.97,586.44,625.53,51.61,AR179LO
,1.99,433.0,1623.75,861.67,58.46,920.13,647.0,,,1879.01,950.53,928.48,49.41,JH992XR
,1.99,328.0,,652.72,44.28,697.0,465.0,533.0,39.08,1152.25,617.17,535.08,46.44,IT989LA
3.75,1.99,610.0,2287.5,1213.9,82.35,1296.25,915.0,991.25,38.83,2647.11,1275.32,1371.79,51.82,QO247DX
3.75,1.99,591.0,2216.25,1176.09,79.79,1255.88,,960.37,37.34,2808.91,1359.16,1449.75,51.61,DG025Z6
3.75,1.99,227.0,,451.73,30.65,482.38,460.0,368.87,,985.07,498.32,486.75,49.41,UN128PH
3.75,1.99,378.0,1417.5,752.22,51.03,803.25,592.0,614.25,38.63,1327.89,711.25,616.64,46.44,CP652Q4
3.75,1.99,198.0,742.5,394.02,26.73,420.75,328.0,321.75,38.36,859.22,413.96,445.26,51.82,TO960CT
3.75,1.99,363.0,1361.25,722.37,49.0,771.37,588.0,589.88,38.47,1725.27,834.81,890.46,51.61,JF761HU
3.75,1.99,327.0,1226.25,650.73,44.14,694.87,611.0,531.38,37.73,1419.02,717.84,701.18,49.41,JY3463U
3.75,,190.0,712.5,378.1,25.65,403.75,307.0,308.75,38.49,667.46,357.51,309.95,46.44,YT433KF
3.75,1.99,,1121.25,595.01,40.36,635.37,,485.88,37.06,1297.52,625.12,672.4,51.82,TA641V1
3.75,1.99,,1687.5,895.5,60.75,956.25,748.0,731.25,38.35,2138.76,1034.89,1103.87,51.61,IW886PO
3.75,1.99,324.0,1215.0,644.76,43.74,688.5,549.0,526.5,38.25,,711.25,694.75,49.41,SB053BA
3.75,1.99,363.0,1361.25,722.37,49.0,771.37,590.0,589.88,38.46,1275.2,683.03,592.17,46.44,XX164PA
3.75,1.99,610.0,2287.5,1213.9,82.35,,1204.0,991.25,37.41,2647.11,1275.32,1371.79,51.82,FY838AB
3.75,1.99,235.0,881.25,467.65,,499.37,464.0,381.88,37.41,1116.91,540.44,576.47,51.61,ME8645F
3.75,1.99,718.0,2692.5,1428.82,96.93,,1419.0,1166.75,37.4,3115.77,1576.17,1539.6,49.41,WF261W4
3.75,1.99,404.0,1515.0,803.96,54.54,858.5,801.0,656.5,37.39,1419.23,760.18,659.05,,EF816HU
3.75,1.99,285.0,1068.75,567.15,38.48,605.63,444.0,463.12,38.66,1236.76,595.85,640.91,51.82,ZU4258U
3.75,,289.0,1083.75,575.11,39.02,614.13,447.0,469.62,38.69,1373.56,664.63,708.93,51.61,QF170ZN
3.75,1.99,458.0,1717.5,911.42,61.83,973.25,803.0,744.25,38.07,1987.5,1005.41,982.09,49.41,GB833Y9
3.75,1.99,366.0,1372.5,728.34,49.41,777.75,665.0,594.75,37.88,,688.67,597.07,46.44,LD309OG
,1.99,624.0,2340.0,1241.76,84.24,1326.0,,1014.0,38.09,2707.86,1304.59,1403.27,51.82,YL578H7
3.75,1.99,259.0,971.25,515.41,34.97,550.38,400.0,420.87,38.7,1230.98,595.64,635.34,51.61,GZ932GN
3.75,1.99,357.0,,710.43,48.2,758.63,569.0,580.12,38.55,1549.21,783.7,765.51,49.41,GD3430W
3.75,1.99,672.0,2520.0,1337.28,90.72,1428.0,1304.0,1092.0,37.51,2360.7,1264.45,1096.25,46.44,FR3127Y
3.75,1.99,200.0,750.0,398.0,27.0,425.0,389.0,325.0,37.5,867.9,418.14,449.76,51.82,GO984CK
3.75,1.99,512.0,1920.0,1018.88,69.12,1088.0,779.0,832.0,38.77,2433.44,1177.48,1255.96,51.61,MP670UI
3.75,1.99,492.0,1845.0,979.08,66.42,,696.0,799.5,39.09,2135.04,1080.05,1054.99,49.41,PW2894N
3.75,1.99,264.0,990.0,525.36,35.64,561.0,375.0,429.0,39.07,927.42,496.75,430.67,46.44,OT900QW
3.75,1.99,230.0,862.5,457.7,31.05,488.75,371.0,373.75,,998.09,480.86,517.23,51.82,OK471CF
3.75,1.99,657.0,,1307.43,88.7,1396.13,1259.0,1067.62,37.58,3122.59,1510.94,1611.65,51.61,JF841NT
3.75,1.99,256.0,960.0,509.44,34.56,544.0,507.0,416.0,,1110.92,561.98,548.94,,ST401SA
3.75,1.99,570.0,2137.5,1134.3,76.95,1211.25,,926.25,37.92,2002.38,1072.53,929.85,46.44,SW241QA
3.75,1.99,372.0,,740.28,50.22,790.5,541.0,604.5,38.97,,777.74,836.56,51.82,XF147DU
3.75,1.99,669.0,2508.75,1331.31,90.32,1421.63,1070.0,1087.12,38.53,3179.63,1538.54,1641.09,51.61,DA56376
3.75,1.99,384.0,1440.0,764.16,51.84,816.0,545.0,624.0,39.08,1666.38,842.97,823.41,49.41,JB452HR
3.75,1.99,208.0,780.0,413.92,28.08,442.0,307.0,338.0,38.91,730.69,391.38,339.31,46.44,JZ195GO
3.75,1.99,687.0,2576.25,1367.13,92.74,1459.87,1436.0,1116.38,37.06,2981.25,1436.31,1544.94,51.82,JP959YL
3.75,1.99,220.0,825.0,437.8,,467.5,371.0,357.5,38.27,1045.62,505.95,,51.61,HF662XE
3.75,1.99,510.0,1912.5,1014.9,68.85,1083.75,1031.0,828.75,37.27,2213.15,1119.57,1093.58,49.41,JL530VT
3.75,1.99,206.0,772.5,409.94,27.81,437.75,,334.75,37.81,723.67,387.61,336.06,,IP751XT
3.75,1.99,478.0,1792.5,951.22,64.53,1015.75,948.0,776.75,37.38,2074.29,999.35,1074.94,,RY23986
3.75,1.99,186.0,697.5,370.14,25.11,395.25,365.0,302.25,37.45,884.02,427.76,,51.61,FT236Z9
3.75,1.99,310.0,1162.5,616.9,41.85,658.75,492.0,503.75,38.57,,680.52,664.73,49.41,QC034II
3.75,1.99,551.0,2066.25,1096.49,74.39,1170.88,951.0,895.3699999999999,38.16,1935.63,,898.85,46.44,KG379C6
3.75,1.99,718.0,2692.5,1428.82,96.93,1525.75,1244.0,1166.75,38.14,3115.77,1501.12,1614.65,,RV83984
3.75,1.99,600.0,2250.0,1194.0,81.0,1275.0,1005.0,975.0,38.31,2851.68,1379.86,1471.82,51.61,CA391TW
3.75,1.99,261.0,978.75,519.39,35.24,554.63,442.0,424.12,38.25,1132.61,,559.66,49.41,VS977Z9
3.75,1.99,249.0,933.75,495.51,33.62,529.13,395.0,404.62,38.57,874.72,468.52,406.2,46.44,IO70602
3.75,1.99,717.0,2688.75,1426.83,96.8,1523.63,1205.0,1165.12,38.29,3111.43,1499.03,1612.4,51.82,ME408N3
3.75,1.99,606.0,2272.5,1205.94,81.81,1287.75,970.0,984.75,38.53,2880.2,,1486.54,51.61,CD2767G
3.75,1.99,295.0,1106.25,587.05,39.83,626.88,494.0,479.37,38.31,,647.59,632.57,,TG032TI
3.75,1.99,334.0,1252.5,664.66,45.09,709.75,540.0,542.75,38.48,1173.32,628.46,544.86,46.44,WQ923U1
3.75,1.99,471.0,1766.25,937.29,63.58,1000.87,888.0,765.38,37.68,2043.91,984.72,1059.19,51.82,JZ310OG
3.75,1.99,190.0,712.5,378.1,25.65,403.75,324.0,308.75,38.22,903.03,436.96,466.07,51.61,QP964RV
3.75,1.99,712.0,2670.0,,96.12,1513.0,1284.0,1157.0,37.92,3089.74,1563.0,1526.74,49.41,YW97134
3.75,1.99,,960.0,509.44,34.56,544.0,439.0,416.0,,899.31,481.7,417.61,46.44,KV96057
3.75,1.99,647.0,2426.25,1287.53,87.34,,1009.0,1051.38,38.66,2807.67,1352.68,1454.99,51.82,KV556BX
3.75,1.99,216.0,810.0,429.84,29.16,459.0,402.0,351.0,37.75,1026.61,496.75,529.86,51.61,GH35827
3.75,1.99,573.0,2148.75,1140.27,77.36,1217.63,1158.0,931.12,37.27,2486.54,1257.87,1228.67,49.41,NU845FF
3.75,1.99,636.0,2385.0,1265.64,85.86,1351.5,1007.0,1033.5,38.58,2234.23,1196.71,1037.52,46.44,LH0322S
3.75,1.99,533.0,1998.75,1060.67,71.96,1132.63,971.0,866.1199999999999,37.87,2312.96,1114.34,1198.62,51.82,JE675K7
3.75,1.99,531.0,1991.25,1056.69,71.68,1128.37,795.0,,38.84,2523.74,1221.17,1302.57,51.61,XS282J7
3.75,1.99,456.0,1710.0,907.44,61.56,969.0,905.0,741.0,,,1001.02,977.8,49.41,KZ746U4
3.75,1.99,486.0,1822.5,967.14,65.61,1032.75,994.0,789.75,37.2,1707.29,914.47,792.82,46.44,ZN365NG
3.75,1.99,452.0,1695.0,899.48,61.02,960.5,823.0,734.5,37.87,1961.46,944.99,1016.47,51.82,WJ038L2
3.75,1.99,362.0,1357.5,720.38,48.87,769.25,683.0,588.25,37.67,1720.52,832.51,888.01,51.61,UK616J1
3.75,1.99,529.0,1983.75,1052.71,71.42,1124.13,1058.0,859.6199999999999,37.33,2295.61,1161.28,1134.33,,YQ119EC
3.75,1.99,219.0,821.25,435.81,29.56,465.37,418.0,355.88,37.61,769.33,412.08,357.25,46.44,TF3365N
3.75,,582.0,2182.5,1158.18,78.57,1236.75,938.0,945.75,38.5,2525.6,1216.78,1308.82,51.82,CU6105M
3.75,1.99,328.0,1230.0,652.72,44.28,697.0,520.0,533.0,38.58,1558.92,754.32,804.6,51.61,JY910TU
3.75,1.99,686.0,2572.5,1365.14,92.61,1457.75,1209.0,1114.75,38.05,2976.91,1505.93,1470.98,49.41,AB925DZ
3.75,1.99,705.0,2643.75,1402.95,95.18,1498.13,1463.0,1145.62,37.11,2476.63,1326.55,1150.08,,EC412MW
,1.99,283.0,1061.25,563.17,38.21,601.38,549.0,459.87,37.51,1228.08,591.67,636.41,51.82,TA91827
3.75,1.99,589.0,2208.75,1172.11,79.52,1251.63,1169.0,957.12,37.38,2799.4,1354.56,1444.84,51.61,TS330NE
3.75,1.99,593.0,2223.75,1180.07,80.06,1260.13,1178.0,963.62,37.37,2573.33,1301.77,1271.56,49.41,DX6813A
3.75,1.99,285.0,1068.75,567.15,38.48,605.63,550.0,463.12,37.54,1001.19,,464.93,46.44,KD829MV
3.75,1.99,238.0,892.5,473.62,32.13,505.75,492.0,386.75,37.13,1032.81,497.59,535.22,51.82,RL488PU
3.75,1.99,219.0,821.25,435.81,29.56,465.37,363.0,355.88,38.36,1040.86,503.65,537.21,,RZ678WL
3.75,1.99,377.0,1413.75,750.23,50.9,801.13,774.0,612.62,37.17,1636.0,827.6,808.4,49.41,PG225HO
3.75,1.99,215.0,806.25,427.85,29.02,456.87,311.0,349.38,38.99,755.28,404.55,350.73,46.44,GC168XV
,1.99,271.0,1016.25,539.29,36.58,575.87,521.0,440.38,37.57,1176.01,566.58,609.43,51.82,ZQ766QC
3.75,1.99,607.0,2276.25,1207.93,81.94,1289.87,856.0,986.38,39.1,2884.95,1395.96,1488.99,51.61,RR6075O
3.75,1.99,675.0,2531.25,1343.25,91.12,1434.37,993.0,1096.88,38.92,2929.18,1481.78,1447.4,49.41,JD388YD
3.75,1.99,,825.0,437.8,29.7,467.5,,357.5,,772.85,413.96,358.89,46.44,IY326HB
3.75,1.99,289.0,,575.11,39.02,614.13,430.0,469.62,38.87,1254.12,604.21,649.91,,EZ675LN
3.75,1.99,328.0,1230.0,652.72,44.28,697.0,476.0,533.0,38.98,1558.92,754.32,804.6,51.61,JT593OS
3.75,1.99,666.0,2497.5,1325.34,89.91,1415.25,1114.0,1082.25,38.32,2890.12,1462.02,1428.1,49.41,RG599HX
3.75,1.99,576.0,2160.0,1146.24,77.76,1224.0,922.0,936.0,,2023.46,1083.82,939.64,,EO387K9
3.75,1.99,574.0,2152.5,1142.26,77.49,1219.75,940.0,932.75,,,1200.06,1290.82,51.82,PP878PT
3.75,1.99,315.0,1181.25,626.85,42.53,669.38,603.0,511.87,37.59,1497.13,724.43,772.7,51.61,NR593T9
3.75,1.99,372.0,1395.0,740.28,50.22,790.5,563.0,604.5,38.79,1614.3,816.63,797.67,49.41,ZY388AY
3.75,1.99,183.0,686.25,364.17,24.7,388.87,372.0,297.38,37.24,642.87,344.34,298.53,46.44,WZ059FZ
3.75,1.99,397.0,1488.75,790.03,53.6,843.63,810.0,645.12,,1722.79,830.01,892.78,51.82,DG187P0
3.75,1.99,,2002.5,1062.66,72.09,1134.75,835.0,867.75,38.64,2538.0,1228.07,1309.93,51.61,WS257Y0
3.75,1.99,301.0,,598.99,40.64,639.63,443.0,489.12,38.92,1306.2,660.76,645.44,,CD389XP
,1.99,296.0,1110.0,589.04,39.96,629.0,435.0,481.0,38.92,1039.83,556.96,482.87,46.44,JT0053N
3.75,1.99,231.0,866.25,459.69,31.18,490.87,408.0,375.38,38.04,1002.43,482.95,519.48,51.82,PJ0730D
3.75,1.99,685.0,2568.75,1363.15,92.48,1455.63,1341.0,1113.12,37.46,3255.67,1575.34,1680.33,51.61,RO796NZ
,1.99,433.0,1623.75,861.67,58.46,920.13,774.0,703.62,37.97,1879.01,950.53,928.48,49.41,SZ267IT
3.75,1.99,252.0,945.0,501.48,34.02,535.5,472.0,409.5,37.71,885.26,474.17,411.09,46.44,RM1346F
3.75,1.99,355.0,1331.25,706.45,47.92,,572.0,,38.5,1540.53,742.2,798.33,51.82,BW4597T
3.75,1.99,,2467.5,1309.42,88.83,1398.25,1249.0,1069.25,37.64,3127.35,1513.24,,51.61,FB938YU
3.75,1.99,349.0,1308.75,694.51,47.12,741.63,542.0,,38.67,1514.49,766.13,748.36,49.41,UK732AS
3.75,1.99,438.0,1642.5,871.62,59.13,930.75,774.0,711.75,38.03,1538.67,824.15,714.52,46.44,TS863RQ
3.75,1.99,232.0,870.0,461.68,31.32,,,377.0,37.73,1006.77,485.04,521.73,51.82,XH360LM
3.75,1.99,234.0,877.5,465.66,31.59,497.25,404.0,380.25,38.15,1112.16,538.14,574.02,51.61,MV99100
3.75,1.99,527.0,1976.25,1048.73,71.15,1119.88,951.0,856.3699999999999,37.92,,1156.89,1130.04,49.41,XK195IL
3.75,1.99,562.0,2107.5,1118.38,75.87,1194.25,1066.0,913.25,37.64,1974.27,1057.47,916.8,46.44,AB939IL
3.75,1.99,,1773.75,941.27,63.86,1005.13,811.0,768.62,38.19,2052.59,988.9,1063.69,51.82,IC323D0
3.75,1.99,299.0,1121.25,595.01,40.36,635.37,483.0,485.88,38.49,1421.09,687.63,733.46,51.61,ES744JJ
3.75,1.99,545.0,,1084.55,73.58,1158.13,1124.0,885.6200000000001,37.15,,1196.4,1168.64,49.41,TC594OA
3.75,1.99,275.0,,547.25,37.12,584.37,487.0,446.88,38.02,966.06,517.45,448.61,46.44,UP656QB
3.75,1.99,548.0,2055.0,1090.52,73.98,,1045.0,890.5,37.61,2378.06,1145.7,1232.36,51.82,HG730YW
3.75,1.99,382.0,1432.5,760.18,51.57,811.75,739.0,620.75,37.53,1815.57,878.51,937.06,51.61,CQ107HG
3.75,1.99,561.0,2103.75,1116.39,75.74,1192.13,1103.0,911.62,37.43,2434.47,1231.52,1202.95,,SS100HQ
3.75,1.99,415.0,1556.25,825.85,56.03,881.88,749.0,674.37,37.92,1457.87,780.87,677.0,46.44,JE8669Y
3.75,1.99,330.0,1237.5,656.7,44.55,701.25,519.0,536.25,38.62,1432.04,689.93,742.11,51.82,XB395WY
3.75,1.99,254.0,952.5,505.46,34.29,539.75,,412.75,37.1,1207.21,584.14,623.07,51.61,TR990RV
3.75,1.99,406.0,1522.5,807.9399999999999,54.81,862.75,594.0,659.75,38.94,1761.84,891.26,870.58,,YS119G4
3.75,1.99,715.0,2681.25,1422.85,96.52,1519.37,1313.0,1161.88,37.82,2511.75,1345.36,1166.39,46.44,GE289KQ
3.75,1.99,248.0,,493.52,33.48,527.0,407.0,403.0,38.41,,518.49,557.71,51.82,AH5566J
3.75,1.99,445.0,1668.75,885.55,60.08,945.63,637.0,723.12,39.04,2115.0,1023.39,1091.61,51.61,VY058F6
3.75,1.99,566.0,2122.5,1126.34,76.41,1202.75,864.0,919.75,38.75,2456.17,1242.5,1213.67,49.41,AO885KQ
3.75,1.99,406.0,1522.5,807.9399999999999,54.81,862.75,672.0,659.75,38.37,1426.26,763.94,662.32,46.44,NC836WO
3.75,1.99,562.0,2107.5,1118.38,75.87,1194.25,944.0,913.25,,2438.81,1174.97,1263.84,51.82,EJ313BU
3.75,1.99,365.0,1368.75,726.35,49.28,775.63,,593.12,37.1,1734.77,839.41,895.36,51.61,AG6793J
3.75,1.99,640.0,,1273.6,86.4,1360.0,1296.0,1040.0,37.26,2777.29,1404.95,1372.34,49.41,WN844BJ
3.75,1.99,240.0,900.0,477.6,32.4,510.0,398.0,390.0,,843.11,451.59,391.52,46.44,AX520NZ
3.75,1.99,292.0,1095.0,581.08,39.42,620.5,443.0,474.5,38.78,1267.14,610.48,656.66,51.82,WK068PZ
,1.99,612.0,2295.0,1217.88,82.62,1300.5,1199.0,994.5,37.46,2908.72,1407.46,1501.26,51.61,TY915WB
3.75,1.99,218.0,817.5,433.82,29.43,463.25,350.0,354.25,38.52,946.02,478.56,467.46,49.41,PW722BC
3.75,1.99,315.0,1181.25,626.85,42.53,669.38,595.0,511.87,,1106.58,592.71,513.87,46.44,CA209SG
3.75,1.99,349.0,,694.51,47.12,741.63,624.0,567.12,37.97,1514.49,729.65,784.84,51.82,CJ445EZ
3.75,1.99,571.0,,1136.29,77.09,1213.38,1148.0,927.87,37.3,2713.85,1313.16,1400.69,,BG763PQ
3.75,1.99,555.0,2081.25,1104.45,74.93,1179.38,1117.0,901.87,37.3,2408.43,1218.35,1190.08,49.41,MB01957
3.75,1.99,379.0,1421.25,754.21,51.17,805.38,699.0,615.87,37.8,1331.41,713.14,618.27,46.44,KO358I9
3.75,1.99,708.0,2655.0,1408.92,95.58,1504.5,1427.0,1150.5,37.29,3072.38,1480.21,1592.17,51.82,JO564Q5
,1.99,543.0,,1080.57,58.64,1139.21,747.0,897.04,39.93,2484.3,1236.65,1247.65,50.22,CM618FM
3.75,1.99,296.0,1110.0,589.04,31.97,621.01,311.0,488.99,40.9,1236.48,643.48,593.0,,FV522P6
3.75,1.99,813.0,3048.75,,87.8,1705.6699999999998,835.0,1343.0800000000002,40.97,2749.26,1514.91,1234.35,44.9,VH091EN
3.75,1.99,950.0,3562.5,1890.5,102.6,1993.1,1139.0,1569.4,40.46,3968.43,1966.88,2001.55,50.44,SB603BQ
,1.99,582.0,2182.5,1158.18,62.86,1221.04,720.0,961.46,40.34,2662.73,,1337.26,50.22,QA504CI
3.75,1.99,632.0,2370.0,1257.68,68.26,1325.94,906.0,1044.06,39.75,2640.05,1373.91,1266.14,47.96,GO9930S
3.75,1.99,569.0,2133.75,1132.31,61.45,1193.76,802.0,939.99,39.82,1924.14,1060.25,,44.9,BW967QY
3.75,1.99,1101.0,4128.75,2190.99,118.91,2309.9,1414.0,1818.8500000000004,40.2,4599.2,2279.51,2319.69,50.44,BX7394Q
,1.99,,1282.5,680.58,36.94,717.52,489.0,564.98,39.76,1564.69,778.88,785.81,50.22,IG873ER
3.75,1.99,946.0,3547.5,1882.54,102.17,1984.71,1218.0,,,3951.72,2056.52,1895.2,47.96,BJ855XW
3.75,1.99,556.0,2085.0,1106.44,60.05,1166.49,665.0,918.51,40.47,1880.18,1036.03,844.15,,SE862ST
3.75,1.99,558.0,,1110.42,60.26,1170.68,733.0,921.82,40.11,2330.93,1155.28,1175.65,50.44,PD285VH
3.75,1.99,341.0,1278.75,678.59,36.83,715.4200000000001,342.0,563.3299999999999,41.04,1560.12,776.61,783.51,50.22,ZY062BO
3.75,1.99,500.0,1875.0,995.0,54.0,1049.0,719.0,826.0,39.74,2088.65,1086.96,1001.69,47.96,DM341KY
3.75,1.99,617.0,,1227.83,66.64,1294.47,649.0,1019.28,40.9,2086.46,1149.69,936.77,44.9,KB803LL
3.75,1.99,927.0,3476.25,1844.73,100.12,1944.85,1186.0,1531.4,40.22,3872.35,1919.26,1953.09,,IM3490I
3.75,1.99,417.0,1563.75,829.83,45.04,874.87,603.0,688.88,39.71,1907.83,949.69,958.14,50.22,LC22220
3.75,1.99,321.0,1203.75,638.79,34.67,673.4599999999999,400.0,530.2900000000001,40.31,1340.91,697.83,643.08,47.96,YH5072R
3.75,1.99,1053.0,,2095.47,113.72,2209.19,1301.0,1739.5600000000004,,3560.84,1962.11,,44.9,EG821BW
3.75,1.99,566.0,2122.5,1126.34,61.13,1187.47,816.0,935.03,39.73,,1171.84,1192.51,50.44,CZ423AP
3.75,1.99,689.0,2583.75,1371.11,74.41,1445.52,929.0,1138.23,40.01,3152.27,1569.15,1583.12,50.22,PY499UD
3.75,1.99,495.0,1856.25,985.05,53.46,1038.51,648.0,817.74,40.13,,1076.09,991.67,47.96,WJ711QC
3.75,1.99,645.0,2418.75,1283.55,69.66,1353.21,921.0,1065.54,39.77,2181.14,1201.86,979.28,44.9,VF076EW
3.75,1.99,598.0,2242.5,,64.58,1254.6,,987.9,39.95,2498.02,1238.1,1259.92,50.44,EZ288L3
3.75,1.99,425.0,1593.75,845.75,45.9,,,702.1,,1944.43,967.91,976.52,50.22,LG2682K
3.75,1.99,665.0,2493.75,1323.35,71.82,1395.1699999999998,795.0,1098.5800000000002,40.47,2777.9,1445.65,1332.25,47.96,DE1566T
3.75,1.99,405.0,1518.75,805.95,43.74,849.69,483.0,669.06,40.48,1369.56,754.66,614.9,44.9,FZ04653
3.75,1.99,468.0,1755.0,931.32,50.54,981.86,671.0,773.14,39.75,1954.97,968.95,986.02,50.44,XQ374ZY
3.75,1.99,927.0,3476.25,1844.73,100.12,1944.85,1180.0,1531.4,,4241.15,2111.18,2129.97,50.22,KW338CS
3.75,1.99,918.0,3442.5,1826.82,99.14,1925.96,995.0,1516.54,40.8,3834.76,1995.65,1839.11,47.96,LF556XN
3.75,1.99,945.0,3543.75,1880.55,102.06,1982.61,961.0,1561.14,41.0,,1760.87,1434.76,44.9,ZB530JS
,1.99,691.0,2591.25,1375.09,74.63,1449.7199999999998,724.0,1141.5300000000002,40.91,2886.51,1430.64,1455.87,50.44,YL989MJ
3.75,1.99,341.0,1278.75,678.59,36.83,715.4200000000001,402.0,563.3299999999999,40.52,1560.12,776.61,783.51,50.22,KL576JE
3.75,1.99,1066.0,3997.5,2121.34,115.13,2236.4700000000003,1105.0,1761.0299999999995,40.94,4453.0,2317.39,2135.61,,LG565UU
3.75,1.99,765.0,2868.75,1522.35,82.62,1604.9699999999998,986.0,1263.7800000000002,40.19,2586.94,1425.47,1161.47,44.9,LT864EU
3.75,1.99,1053.0,3948.75,2095.47,113.72,2209.19,1501.0,1739.5600000000004,39.78,4398.69,2180.13,2218.56,50.44,JL682TW
,1.99,565.0,2118.75,1124.35,61.02,1185.37,726.0,933.38,40.2,2584.95,1286.75,1298.2,50.22,HU160KS
3.75,1.99,395.0,1481.25,786.05,42.66,,,652.5400000000001,40.61,1650.03,858.7,791.33,47.96,EK7913A
3.75,1.99,995.0,3731.25,1980.05,107.46,,1103.0,,40.73,3364.71,1854.04,1510.67,44.9,SC30939
3.75,1.99,588.0,2205.0,1170.12,63.5,1233.62,683.0,971.38,,2456.25,1217.39,1238.86,,RG034CP
3.75,1.99,695.0,2606.25,1383.05,75.06,1458.11,949.0,1148.14,39.96,3179.72,1582.82,1596.9,,LA2787A
3.75,1.99,469.0,1758.75,933.31,50.65,983.96,665.0,774.7900000000001,39.8,1959.15,,939.58,47.96,UP5192Q
,1.99,490.0,1837.5,975.1,52.92,1028.02,696.0,809.48,39.79,,913.04,743.95,44.9,OW931G0
3.75,1.99,378.0,1417.5,752.22,40.82,793.0400000000001,,624.4599999999999,40.46,1579.02,782.61,796.41,50.44,IC7088W
3.75,1.99,285.0,1068.75,567.15,30.78,597.93,357.0,470.8200000000001,40.3,1303.91,649.07,654.84,,OJ729T0
